person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Theodor Preda,theodorpreda,theodorpreda@zzup.ro,2041004060600,1918-12-10,"Intrarea Nemeș Nr. 37 Bl. 81  Sc. 35 Ap. 854, Vladimirescu, 834246",0231 260 634,0c:bd:9f:8b:19:95,206.203.236.1,RO65EJHO6936468692677051,2025-06-25 14:50:51,10428,427,229,515992,5ce7e371-ebb8-4a9a-bbc4-fe00b98a1cd4
Pompilia Stan,pompiliastan,pompiliastan@acasa.ro,4520704372844,1923-03-01,"Intrarea Stoica Nr. 140, Copsa Mica, 379075",0234 853 244,3c:ff:72:63:68:e8,190.90.255.41,RO42LPJS3295912403674837,2025-06-25 14:50:51,5884,756,770,574813,ceb74f23-1b07-43c5-b73f-8bea6377be23
Petrișor Dumitrescu,petrișordumitrescu,petrișordumitrescu@141.ro,8021115235080,1958-06-04,"Drumul Dumitrescu, Vaslui, 610676",0736 351 516,e8:b9:dd:2f:e0:fb,222.22.124.163,RO65RPTP9700366066660924,2025-06-25 14:50:51,2513,19,376,17555,349897f2-7e54-4ab4-9e9e-bbe49f229149
Ivona Nemeș,ivonanemeș,ivonanemeș@post.ro,5570102234997,1923-08-19,"Soseaua Stan, Siret, 614428",0742 269 830,52:fc:1e:9b:47:fa,179.49.244.73,RO33EZHR7831077846687995,2025-06-25 14:50:51,31872,509,422,460383,d2aa76c5-093f-4290-82d4-b537d58764ce
Fiona Stan,fionastan,fionastan@acasa.ro,4180614460579,2000-09-22,"Soseaua Tudor, Fetesti-Gara, 113990",0768 048 830,ac:5e:65:6b:9a:a3,66.18.48.45,RO17CFLU9408696818994795,2025-06-25 14:50:51,25077,761,159,693027,c9ed4214-a3f2-4697-9fc8-b927e41165e4
Basarab Nemeș,basarabnemeș,basarabnemeș@gmail.com,7500221401874,2016-03-04,"Aleea Lorin Popa Nr. 908 Bl. 46  Sc. 49 Ap. 810, Afumati, 409820",0772 464 180,1a:88:37:7a:18:74,164.215.18.1,RO84DEIM9566750541322455,2025-06-25 14:50:51,14224,405,681,1771410,decc6c4d-ddf9-434d-9eb0-e49d5c76c61a
Demetra Ardelean,demetraardelean,demetraardelean@acasa.ro,1871013102409,1920-11-15,"Drumul Călin Dumitrescu Nr. 88, Fundulea, 231938",0731 246 277,72:04:7b:f3:d7:ed,94.153.217.28,RO91ITIV9435323430214248,2025-06-25 14:50:51,24868,602,282,1917033,1e548f67-e4bf-43dc-8b93-cb95f1848362
Cristina Mazilescu,cristinamazilescu,cristinamazilescu@post.ro,7290820289636,1958-09-10,"Bulevardul Gheorghiu Nr. 13, Bacau, 265082",0771 415 070,06:e6:03:fd:cb:90,66.147.245.104,RO13OPGG1618761979644773,2025-06-25 14:50:51,3101,655,15,1170903,5ef29159-3c31-4e00-9dba-8137bb318312
Ariana Pop,arianapop,arianapop@email.ro,4060802114000,1912-03-11,"Aleea Tudor Nr. 915, Rasnov Romacril, 912583",0724 700 362,9a:28:48:0c:80:54,214.99.51.95,RO48MCHL2869791576617080,2025-06-25 14:50:51,8837,501,768,962813,8f020eb3-f2fe-4c2b-adfd-6bfe2293375b
Damian Mocanu,damianmocanu,damianmocanu@post.ro,8191012408675,1999-01-31,"Drumul Popa, Alexandria, 153137",0729 495 739,28:43:6c:a0:ae:85,30.142.74.193,RO17KZQB9058438181607920,2025-06-25 14:50:51,19145,62,797,1880860,9bc54e47-1279-44de-bc1f-2aafdef4a17a
Ica Stan,icastan,icastan@141.ro,7210418461421,2007-11-23,"Intrarea Stănescu Nr. 41 Bl. 73  Sc. 36 Ap. 910, Copsa Mica, 710114",0770 452 258,88:65:73:45:af:8d,73.209.140.185,RO63HXEJ5695689424154593,2025-06-25 14:50:51,14605,34,419,524115,aac3c9cc-9484-4167-9bfb-b01b8d83201f
Maria Niță,marianiță,marianiță@acasa.ro,6781112345594,1938-06-12,"Drumul Dumitrescu Nr. 81 Bl. 46  Sc. 91 Ap. 588, Bocsa, 686998",0755 504 314,d6:5a:2e:81:7d:d0,2.35.106.201,RO96UUZN5538818075911951,2025-06-25 14:50:51,33257,851,314,1398956,89fab2df-d862-4464-ac7a-8214a1a44a9d
Valter Mocanu,valtermocanu,valtermocanu@141.ro,5730522257482,2007-10-08,"Drumul Stan, Giarmata, 481957",0728 122 031,26:4f:ba:57:40:59,102.185.97.63,RO35GYDG8472892256698346,2025-06-25 14:50:51,27683,258,76,1066987,3e6e7e1d-a0e2-4112-ab4e-1b6962cd795c
Livia Mazilescu,liviamazilescu,liviamazilescu@gmail.com,4530326207178,2021-04-03,"Soseaua Eugen Diaconescu Nr. 383, Fundeni, 746849",0238 226 475,66:7c:96:ae:7c:9c,207.38.238.122,RO97MDCW3663361445174917,2025-06-25 14:50:51,10126,798,570,551934,b3b8dab2-228c-40f6-a3ab-01907ff445c4
Liliana Stoica,lilianastoica,lilianastoica@email.ro,2510606255066,2015-01-28,"Aleea Diaconescu Nr. 886, Medias, 880792",0241 779 738,72:e0:7a:9b:33:7a,96.201.57.221,RO76NWIQ9982416602631833,2025-06-25 14:50:51,22229,792,256,1650513,b697e97d-1cce-4121-a80f-4c4b2cd09695
Octavia Preda,octaviapreda,octaviapreda@kappa.ro,4441128038931,1985-01-01,"Soseaua Mocanu Nr. 29 Bl. 43  Sc. 42 Ap. 110, Beius, 800416",0265 805 235,5e:c7:75:0c:5a:6d,65.13.63.244,RO78YHCG1285444110787819,2025-06-25 14:50:51,22723,757,100,835502,722309ec-c8b6-4454-abb4-a7ff67006894
Casandra Albu,casandraalbu,casandraalbu@gmail.com,8971209331827,1958-10-13,"Intrarea Marina Suciu Nr. 12, Ploiesti, 618915",0739 604 477,74:be:fd:b7:1f:14,69.154.173.13,RO44DQWO7622490579513340,2025-06-25 14:50:51,25522,726,525,1095552,2a831c55-d77b-4b6b-b20e-e60bf348034b
Clementina Aanei,clementinaaanei,clementinaaanei@zzup.ro,1850702012233,2013-05-31,"Strada Zenobia Gheorghiu, Campulung, 920812",0772 623 265,ee:12:fe:89:a3:3a,91.226.101.208,RO79OELM0723992290229978,2025-06-25 14:50:51,17707,889,48,1257432,cdbd841d-5e1f-48c6-8fef-48d4f04489c0
Albert Tomescu,alberttomescu,alberttomescu@gmail.com,4670925202732,1976-11-02,"Soseaua Marin Nr. 32, Viseu de Sus, 763303",0742 429 288,90:e7:d5:a9:a0:7b,203.103.177.105,RO96GQQB1622562553408112,2025-06-25 14:50:51,25247,556,367,1289328,08b92d7a-d9f9-456d-bb90-7b97548295a9
Adelaida Eftimie,adelaidaeftimie,adelaidaeftimie@kappa.ro,4411129395122,2013-10-02,"Drumul Tudor, Strejnicu, 163281",0241 691 909,9a:6c:c2:cc:c4:6c,104.103.124.3,RO60VJXH1338150846749753,2025-06-25 14:50:51,21222,665,344,324040,2b22dc06-7dd4-48a5-96d7-8c3659f3bf86
Cedrin Nistor,cedrinnistor,cedrinnistor@acasa.ro,5810226527468,2000-08-23,"Intrarea Marian Barbu Nr. 724 Bl. 90  Sc. 36 Ap. 807, Babeni, 867132",0252 608 587,d0:22:9a:99:10:ed,18.11.38.81,RO51WUHA8810413486367259,2025-06-25 14:50:51,17668,194,239,1751275,32a3e45e-9f64-49e3-bcec-91bbffbbab1e
Eva Dumitrescu,evadumitrescu,evadumitrescu@email.ro,2541101045215,1921-11-07,"Soseaua Dinu Nr. 876, Balotesti, 889446",0737 136 869,26:9d:05:d0:25:35,2.193.50.175,RO03EOLE5317171088142700,2025-06-25 14:50:51,11399,295,658,1261279,132c58ec-7aa2-47bd-8543-b6226a069881
Lăcrămioara Diaconescu,lăcrămioaradiaconescu,lăcrămioaradiaconescu@zzup.ro,7320410306708,1973-05-06,"Aleea Stancu Nr. 91, Apahida, 819553",0253 714 224,3a:9d:05:33:2e:a7,21.239.242.224,RO28QRJZ6593784157416688,2025-06-25 14:50:51,32591,894,351,1104347,28c54410-8c5c-43ec-b087-92737cade690
Cristobal Preda,cristobalpreda,cristobalpreda@gmail.com,7790221145988,1962-05-15,"Intrarea Carmina Barbu, Turnu Magurele, 771520",0236 305 615,42:61:7c:36:49:e2,37.70.5.210,RO19MAER6747492912666076,2025-06-25 14:50:51,5325,327,578,1660015,c74d9550-28ff-434b-b706-c890f0438f6d
Aida Georgescu,aidageorgescu,aidageorgescu@post.ro,2350422447929,2022-07-22,"Bulevardul Nistor Nr. 408, Chisineu-Cris, 822659",0234 769 372,1e:ec:80:a5:3a:aa,103.194.237.172,RO66MBJN2044835750653135,2025-06-25 14:50:51,6921,133,378,1935519,70658931-85b3-448f-8037-17f7754bb4a0
Elena Gheorghiu,elenagheorghiu,elenagheorghiu@141.ro,4010610218805,1954-06-03,"Soseaua Valentina Tudor, Eforie Nord, 734733",0264 263 387,ee:ac:0c:7b:2c:dc,181.70.245.147,RO37HEXK5518927574737477,2025-06-25 14:50:51,10747,612,649,1089318,864fc9e0-bc7b-4de0-bb4f-f9e714169c56
Anastasia Tudor,anastasiatudor,anastasiatudor@kappa.ro,6760512023485,1913-05-26,"Intrarea Marioara Toma Nr. 174, Homocea, 606224",0248 050 895,42:d7:ef:9e:1e:35,126.15.54.191,RO19MTQL5526163271177356,2025-06-25 14:50:51,28459,984,324,1187733,6f8dd9be-5823-4896-99f6-c6990e70dca8
Carolina Pușcașu,carolinapușcașu,carolinapușcașu@email.ro,1891102377792,2012-08-01,"Drumul Pușcașu Nr. 21 Bl. 44  Sc. 58 Ap. 611, Medias, 915429",0259 799 664,dc:32:10:5c:c9:b1,216.150.239.119,RO58NRYC7808962860721441,2025-06-25 14:50:51,17459,236,709,1603232,acc35833-17e8-4eef-9e4d-845cd8d7e890
Anca Ionescu,ancaionescu,ancaionescu@gmail.com,6200725024890,2022-09-23,"Strada Niță, Corabia, 940017",0247 646 419,de:9e:33:34:51:31,200.148.186.3,RO56FMLY6430486843041272,2025-06-25 14:50:51,20343,996,144,93074,7929164f-1f4e-4b81-bec3-a5ebf146cca0
Xenia Barbu,xeniabarbu,xeniabarbu@gmail.com,6820302234257,1936-09-26,"Drumul Popescu Nr. 617 Bl. 42  Sc. 56 Ap. 955, Nasaud, 558170",0730 955 555,74:89:2f:c7:05:b7,156.203.245.4,RO46AJMW0111089393174685,2025-06-25 14:50:51,30784,423,784,1655551,43f464ad-5375-467e-a584-5beb33413bed
Cristina Ababei,cristinaababei,cristinaababei@141.ro,1941231373392,1951-04-21,"Intrarea Barbu, Targu Mures, 227361",0728 550 229,3e:c0:64:d7:3d:fa,174.104.27.225,RO87JSWY1754511290260209,2025-06-25 14:50:51,6770,824,78,1764752,54db9a4c-c939-40a3-a21f-480872b20ad7
Robertina Ene,robertinaene,robertinaene@post.ro,3261227068223,2002-08-30,"Aleea Dima Nr. 620 Bl. 66  Sc. 70 Ap. 553, Curtici, 913001",0731 017 583,20:28:e1:96:5e:7a,140.180.119.126,RO15ZEIT9985862584888106,2025-06-25 14:50:51,26529,536,299,265796,cb8adf3c-f985-4d9f-b6fc-9f3347f592d3
Veta Albu,vetaalbu,vetaalbu@gmail.com,7720201221026,1991-02-01,"Bulevardul Diaconu Nr. 571 Bl. 52  Sc. 98 Ap. 116, Alexandria, 237308",0738 836 849,10:02:08:39:ef:5b,170.122.176.140,RO40KLQN1614433477099356,2025-06-25 14:50:51,32906,626,727,617944,a92a4184-6bbe-4fc4-abc1-5045119e06bd
Simion Ardelean,simionardelean,simionardelean@141.ro,3430606081821,1979-05-08,"Intrarea Ababei, Pancota, 382177",0260 280 771,d0:08:9f:b8:20:01,189.161.108.162,RO55ZNKN3889076654158384,2025-06-25 14:50:51,6265,742,418,1828138,b9f358dd-d71e-41db-90c3-595585dd35bc
Eugenia Aanei,eugeniaaanei,eugeniaaanei@email.ro,6531206287360,1949-04-08,"Intrarea Pușcașu Nr. 35, Pantelimon, 690386",0264 047 629,3a:15:57:3c:57:df,204.80.151.28,RO59TYKJ5612544000618158,2025-06-25 14:50:51,24801,496,425,1546925,6a63ccb8-7749-47bf-9735-bc732a809559
Iolanda Ardelean,iolandaardelean,iolandaardelean@email.ro,1100508421249,1952-02-29,"Aleea Ioniță Nr. 571, Cugir, 269124",0749 461 549,c4:45:05:7e:c7:27,22.15.28.2,RO72OEWK0368324103380781,2025-06-25 14:50:51,26602,596,650,1030465,bd7bde7c-6d85-4ec4-8e08-61cd0c620061
Francesca Oprea,francescaoprea,francescaoprea@email.ro,3930823208499,1959-08-26,"Intrarea Cleopatra Voinea Nr. 25, Fagaras, 699381",0745 062 372,66:7f:f1:4e:8f:30,18.204.174.99,RO41BAHO2902077772962829,2025-06-25 14:50:51,24140,348,509,1533608,2fdfb36a-d96d-4370-9c77-e92fa771b53e
Veronica Mocanu,veronicamocanu,veronicamocanu@post.ro,8480426389970,1995-05-19,"Intrarea Marin, Covasna, 296381",0268 704 538,b0:8f:3b:3a:5d:c1,150.56.235.234,RO66VEUM9234360616793550,2025-06-25 14:50:51,276,498,27,766975,caa33143-1935-4bdf-b889-b43f720d6e7b
Ladislau Dobre,ladislaudobre,ladislaudobre@post.ro,7770416044261,2024-12-10,"Strada Nistor, Viseu de Sus, 156736",0253 902 953,8c:25:97:4c:6d:f4,29.41.65.79,RO46QDLG7515871157730750,2025-06-25 14:50:51,2132,633,89,210572,da33ac11-c2bc-49c3-8ea4-f013cfd3a5b4
Cosmina Ene,cosminaene,cosminaene@acasa.ro,8650206512011,2024-08-31,"Intrarea Voinea Nr. 257, Roseti, 288777",0239 010 187,40:ad:02:f3:c8:d3,149.177.170.152,RO57BJDX6187131857303451,2025-06-25 14:50:51,24600,856,550,861101,0cb16c7c-0996-4fb4-abe3-8328ef4f55b4
Doru Ababei,doruababei,doruababei@post.ro,7091223264514,1943-04-15,"Intrarea Marin Nr. 82 Bl. 70  Sc. 73 Ap. 488, Mihail Kogalniceanu, 242812",0242 109 319,34:98:6c:b1:94:8f,117.166.63.139,RO58MXUY8914445811530749,2025-06-25 14:50:51,11956,46,398,1485272,16090a90-d705-49c1-ae15-7a49ac8aa991
Narcis Manole,narcismanole,narcismanole@gmail.com,6900902432633,1972-10-15,"Bulevardul Nadia Nistor, Titu, 966304",0748 434 817,14:38:a1:51:a8:2b,24.78.12.86,RO89EDXU4132364008447040,2025-06-25 14:50:51,16724,306,556,1692904,070fdb84-0ae2-4c7d-a002-d5ae372470c7
Aristița Ionescu,aristițaionescu,aristițaionescu@gmail.com,4090216143683,1926-10-04,"Drumul Georgescu, Cristuru Secuiesc, 463238",0746 653 982,b8:38:3a:44:19:11,109.16.48.101,RO84CSFP5074915975861230,2025-06-25 14:50:51,53,822,714,1145830,4aed496e-1126-4779-b7b6-1ce81e80ebe9
Georgian Niță,georgianniță,georgianniță@kappa.ro,1030714231191,1909-08-19,"Drumul Eftimie Nr. 52, Caransebes, 814299",0264 376 469,f0:5f:6e:89:0d:26,68.90.101.82,RO91UXAF8456551622723861,2025-06-25 14:50:51,17963,526,230,1208363,39d3a165-ba94-471a-bad8-fe83be0b6acd
Marilena Diaconescu,marilenadiaconescu,marilenadiaconescu@acasa.ro,8920625056651,1980-06-20,"Strada Monalisa Aanei, Savinesti, 444496",0770 314 699,e6:30:3c:08:07:a8,71.230.31.56,RO23CTPZ0949429993987488,2025-06-25 14:50:51,13939,914,26,302590,0b5f9196-f275-49aa-99a7-a9c0b8d2145f
Octavian Dochioiu,octaviandochioiu,octaviandochioiu@kappa.ro,3710202067931,1969-09-25,"Soseaua Pușcașu Nr. 53 Bl. 79  Sc. 90 Ap. 994, Oravita, 170178",0766 385 479,88:5b:03:54:9b:a3,192.141.18.197,RO09HFIO4435125204182055,2025-06-25 14:50:51,14194,779,697,604104,1b547a0f-ef79-4446-8d56-851bdee6b33a
Anatolie Pop,anatoliepop,anatoliepop@kappa.ro,3720303166304,1950-12-13,"Intrarea Natașa Diaconescu Nr. 47 Bl. 79  Sc. 17 Ap. 817, Mihail Kogalniceanu, 825791",0739 892 210,3a:29:69:97:15:cc,153.127.245.154,RO16VFFZ9205501491450393,2025-06-25 14:50:51,9064,487,329,1622396,195d4de3-9c84-4373-9498-894f45ce3fb8
Silviu Pușcașu,silviupușcașu,silviupușcașu@141.ro,5800609296950,1914-02-05,"Soseaua Stănescu, Insuratei, 209987",0754 978 416,b0:68:6f:2a:7e:84,165.43.199.254,RO45AYGP2573695474170790,2025-06-25 14:50:51,23866,224,532,870261,ce3d94ee-e073-43d4-812b-ae3b31f904e3
Aureliana Nemeș,aureliananemeș,aureliananemeș@gmail.com,6661028529604,1990-03-14,"Soseaua Gheorghiu Nr. 715 Bl. 49  Sc. 13 Ap. 753, Insuratei, 154565",0250 618 570,b8:09:6d:16:10:4f,54.180.83.16,RO85QZHU8830391491645717,2025-06-25 14:50:51,1533,757,476,968061,d3d82711-7460-4bc6-97e2-e7bb55f25a79
Corina Dima,corinadima,corinadima@acasa.ro,3260631143673,2000-12-09,"Strada Cristea Nr. 27, Targu Secuiesc, 571052",0780 186 848,86:07:0b:90:09:74,82.128.128.68,RO71NHLQ3377792422600930,2025-06-25 14:50:51,3965,891,61,1247717,ba782f86-f7e3-4909-9343-9e0d516747f2
Aurica Stoica,auricastoica,auricastoica@email.ro,4001118315755,2015-06-24,"Drumul Amelia Albu, Poiana Mare, 442427",0738 566 663,56:b4:37:ba:2d:60,175.25.198.137,RO77MANS2502311952226937,2025-06-25 14:50:51,25923,767,332,1878088,407e89bc-d76b-4b43-b464-a6b1f176e6af
Victoria Dumitrescu,victoriadumitrescu,victoriadumitrescu@141.ro,6580421516980,1939-01-22,"Aleea Robert Diaconescu Nr. 450, Voluntari, 867908",0234 462 236,74:1b:2b:3e:c4:73,221.63.93.100,RO49JLGF4577952061969585,2025-06-25 14:50:51,16729,329,365,781718,f8066f4f-7265-4e0f-80c3-5d0f93b4d2cc
Iuliu Stoica,iuliustoica,iuliustoica@kappa.ro,1450620049381,2007-02-25,"Aleea Nistor Nr. 100, Fetesti, 908821",0738 556 773,c6:d7:02:2e:47:74,25.223.121.73,RO76KUCE4120176433239979,2025-06-25 14:50:51,7323,188,28,1762803,d0b45be3-2429-4766-ba26-83b7abdc40f5
Floare Tudor,floaretudor,floaretudor@141.ro,8650905195392,1971-11-07,"Bulevardul Oprea Nr. 54 Bl. 38  Sc. 94 Ap. 319, Sacele, 354813",0759 083 001,5a:5d:69:85:40:ad,145.202.71.41,RO82TDPE1549120926574541,2025-06-25 14:50:51,33836,932,49,401529,7be224f8-f522-43d3-83a7-1e22d8830b75
Călin Manole,călinmanole,călinmanole@141.ro,4371024398651,1942-07-10,"Soseaua Toma Nr. 492 Bl. 66  Sc. 44 Ap. 665, Stei, 379704",0770 812 819,d6:4d:dd:26:c1:7f,207.240.241.153,RO05DOOS0880057261233017,2025-06-25 14:50:51,27320,976,346,1787364,5fe6bce8-22bf-4117-adb1-1aa52da2a5df
Eugen Suciu,eugensuciu,eugensuciu@acasa.ro,2320416231092,1963-07-11,"Strada Voinea, Gheorgheni, 542265",0726 806 656,c8:62:90:4c:af:6b,82.246.182.157,RO20VNHH8750329954699475,2025-06-25 14:50:51,2757,554,545,1245026,d1b5be55-f815-4ae6-8901-6c17f02efd03
Catrina Ioniță,catrinaioniță,catrinaioniță@gmail.com,6211113366201,1953-03-08,"Strada Veniamin Diaconu Nr. 502, Eforie Nord, 209858",0742 887 589,06:7e:ba:23:fa:29,136.45.6.3,RO79KSTX1637130025756484,2025-06-25 14:50:51,1802,325,186,1931438,372a8437-90a7-4df1-a580-14e576470aa3
Anica Diaconescu,anicadiaconescu,anicadiaconescu@acasa.ro,3380322151061,2007-05-27,"Aleea Pop Nr. 35 Bl. 82  Sc. 32 Ap. 710, Chisineu-Cris, 172761",0256 724 322,0c:c0:83:ae:76:ab,101.108.27.11,RO49HWXM3066111682868507,2025-06-25 14:50:51,10323,324,242,965365,5d1d8489-17c5-49fb-aacd-cd76afd1de17
Costin Tudor,costintudor,costintudor@acasa.ro,7070619414670,1933-04-16,"Intrarea Suciu Nr. 88, Dumbravita, 746037",0748 293 452,c4:6e:71:84:48:29,33.113.204.153,RO80EEIG2175306293494511,2025-06-25 14:50:51,24928,218,748,1970103,eca02e25-8c1f-495f-aa31-512fc4312c85
Timea Albu,timeaalbu,timeaalbu@post.ro,2870511432416,1914-07-28,"Intrarea Ionescu, Balotesti, 644731",0255 788 157,7e:3b:5a:e1:5d:5a,109.172.80.86,RO42VROG1166566720739484,2025-06-25 14:50:51,21127,726,384,1665305,a2a37fd7-0dd8-4e8e-8e1f-80c3cc310417
Maricica Ardelean,maricicaardelean,maricicaardelean@post.ro,3930502085092,1976-10-16,"Strada Vicenția Barbu Nr. 724 Bl. 82  Sc. 13 Ap. 457, Giroc, 386142",0721 113 444,62:ee:8f:99:bd:2b,57.1.104.52,RO41QGMB4771643372644270,2025-06-25 14:50:51,11744,328,149,29159,f3554a28-3744-4961-bd8c-fa78d8a83153
Bănel Niță,bănelniță,bănelniță@gmail.com,8710630266894,1983-06-20,"Aleea Emanuel Diaconu Nr. 840 Bl. 62  Sc. 73 Ap. 371, Deta, 767843",0766 364 737,e0:d6:4a:69:e9:d5,89.206.176.179,RO12QHYQ1220243308273484,2025-06-25 14:50:51,33589,584,677,1477596,b2dc4150-8eb6-4c6b-b7a0-9ef512712920
Ramona Ionescu,ramonaionescu,ramonaionescu@post.ro,7950809209811,1929-04-11,"Soseaua Stoica Nr. 12, Campulung Moldovenesc, 842895",0788 217 790,d4:42:2d:00:d2:2d,92.242.159.169,RO66BVPJ4330641467961038,2025-06-25 14:50:51,31484,874,432,1523019,afa8b6a0-8b7f-4209-98ad-33cd58973bad
Tinca Ene,tincaene,tincaene@email.ro,6111113315776,1956-03-01,"Strada Ioniță, Drobeta-Turnu Severin, 512660",0726 625 744,6c:a7:16:c7:3a:6c,182.149.17.146,RO42BYQY1023432937342446,2025-06-25 14:50:51,9789,999,711,1373247,44dd7d4e-b2f5-4559-8f94-508959af9fd1
Nicuță Toma,nicuțătoma,nicuțătoma@acasa.ro,4550523130944,1987-10-01,"Bulevardul Nemeș Nr. 710 Bl. 44  Sc. 35 Ap. 907, Toflea, 308357",0784 912 721,ee:12:f1:41:32:96,200.128.141.151,RO10MRWL6433452849507443,2025-06-25 14:50:51,10670,162,251,1431906,b092cf0f-3c2c-4d4a-adcc-94750a1305af
Emanoil Nistor,emanoilnistor,emanoilnistor@141.ro,5450718441737,2001-12-31,"Strada Stancu Nr. 54, Focsani, 711116",0264 096 599,d4:c7:5c:03:c7:d2,65.28.127.141,RO40FYXG2484531408747215,2025-06-25 14:50:51,25089,606,557,1569040,b19d15e0-7e75-4659-989e-823fa9420217
Ilarion Stan,ilarionstan,ilarionstan@zzup.ro,1430820015842,1996-07-11,"Soseaua Ieremia Tudor Nr. 824, Horodnic de Sus, 548460",0768 381 587,8a:83:42:1f:6d:70,160.218.6.118,RO67EAJA6654414249835075,2025-06-25 14:50:51,25499,791,249,1878553,3d1f1a2c-1931-4d94-9fcf-5937fa5fdaa8
Codruț Oprea,codruțoprea,codruțoprea@post.ro,2330321174187,1943-05-02,"Intrarea Georgescu, Curtici, 577735",0730 469 791,80:9b:ca:dd:b6:22,36.127.122.130,RO55JQHS0960350796573219,2025-06-25 14:50:51,14748,296,721,1209373,36c4df86-5d2d-49cd-a14d-cc14db4c496c
Octav Mazilescu,octavmazilescu,octavmazilescu@zzup.ro,7021225387509,1974-08-30,"Intrarea Dochioiu, Dobroesti, 119591",0255 964 356,d2:93:9c:37:9d:59,14.74.91.79,RO63VMFU6005343278007138,2025-06-25 14:50:51,17439,261,674,1104863,f6549e11-a438-48db-a773-844c8de0c982
Rozalia Ababei,rozaliaababei,rozaliaababei@acasa.ro,3601112463533,1919-09-17,"Soseaua Stoica Nr. 764 Bl. 74  Sc. 92 Ap. 114, 1 Decembrie, 536503",0246 128 709,1c:35:d5:0d:b8:29,183.148.1.143,RO74ANCA9144576537302731,2025-06-25 14:50:51,16514,601,444,801325,78cb1a24-4613-41b3-bd49-df6b62f5984b
Safta Manole,saftamanole,saftamanole@post.ro,6271001356348,1931-11-23,"Drumul Beniamin Pușcașu Nr. 800, Medias, 437301",0237 893 947,82:f7:46:dc:63:f7,16.136.1.87,RO34JNPV9627040161129617,2025-06-25 14:50:51,3880,492,724,1997125,9ec5aa26-10ca-4205-9589-73b2761827a5
Vasile Stan,vasilestan,vasilestan@acasa.ro,2111204524539,1970-04-18,"Bulevardul Dinu, Bolintin-Vale, 939292",0772 603 634,88:f5:d3:55:51:e3,202.34.32.240,RO28WTHE4064710758200229,2025-06-25 14:50:51,7221,801,568,1532618,62610165-e70e-4cfc-a90b-29dff45af323
Patricia Tomescu,patriciatomescu,patriciatomescu@acasa.ro,4530201198641,1999-05-25,"Soseaua Ababei, Viseu de Sus, 242138",0759 991 320,36:cb:75:b4:6a:f9,40.133.252.3,RO31AHZG6594142299150282,2025-06-25 14:50:51,12768,743,792,576599,e42b80f7-2220-4c2f-a8db-80fa486eb8d8
Bucur Ioniță,bucurioniță,bucurioniță@email.ro,3161201446748,1944-09-17,"Bulevardul Ioan Popa Nr. 87, Rosiori de Vede, 654425",0266 252 942,3c:c5:d9:c2:31:ae,69.204.81.185,RO71CIDB2903082111951272,2025-06-25 14:50:51,5777,507,146,950305,d7bba477-8e2c-4ed2-8408-eae48680480c
Bartolomeu Oprea,bartolomeuoprea,bartolomeuoprea@141.ro,2940401352259,1954-07-28,"Strada Cristea Nr. 56 Bl. 55  Sc. 24 Ap. 355, Cluj-Napoca, 640167",0256 707 763,62:ad:9e:05:99:49,21.216.14.160,RO18KDVE8154205622122509,2025-06-25 14:50:51,16134,665,185,747085,fa6343d3-48cf-4f45-9c9c-6a5cb74b1ef3
Dinu Preda,dinupreda,dinupreda@gmail.com,3860706032484,1922-04-25,"Drumul Cipriana Cristea Nr. 14, Targu Ocna, 375468",0259 747 794,90:54:0c:f0:1e:0a,223.111.29.166,RO67QMEF0008564464711557,2025-06-25 14:50:51,11156,584,352,1592599,c7ce1ee1-efbf-4a12-8268-07b596805aae
Anatolie Manole,anatoliemanole,anatoliemanole@zzup.ro,6890603215361,2008-04-14,"Strada Toma Nr. 402 Bl. 85  Sc. 97 Ap. 221, Cobadin, 898893",0758 860 990,c2:d7:4f:0d:69:a8,160.6.240.60,RO36BMAG1992868074885572,2025-06-25 14:50:51,7958,877,444,101191,0d011cc1-14a7-4ab0-935b-245883fff80f
Heracleea Georgescu,heracleeageorgescu,heracleeageorgescu@post.ro,1851016230921,1940-09-19,"Intrarea Margareta Nemeș, Paunesti, 488040",0729 523 229,0e:f6:b9:b5:d0:4d,38.175.86.113,RO97SPWD9002456468099980,2025-06-25 14:50:51,18348,80,620,1524986,091ed72f-0d60-4e67-b873-d9bf4dff7411
Ducu Gheorghiu,ducugheorghiu,ducugheorghiu@acasa.ro,1240703420821,1937-06-30,"Intrarea Cornelia Tomescu Nr. 716 Bl. 98  Sc. 28 Ap. 803, Tasnad, 838032",0249 513 862,6e:f2:a0:8b:c1:68,219.137.31.112,RO34AVLB9655435269351146,2025-06-25 14:50:51,2633,363,662,763927,f846c562-c9f0-4673-bb6d-6e0143f527e7
Eliza Dumitrescu,elizadumitrescu,elizadumitrescu@kappa.ro,7341212093814,2008-04-24,"Soseaua Marin Nr. 817, Buzau, 629692",0262 806 321,ae:b2:24:4e:cf:89,191.16.237.243,RO21TBLZ0717010870672422,2025-06-25 14:50:51,6605,95,143,904062,90888024-a92c-450a-b56a-b821e3e12eba
